scenario_id,mechanism,scenario_class,target_absent,tool,context,flagset,grade,evidence,validation_status,note
privesc-codeBuildCreateProjectPassRole--role,privesc-codeBuildCreateProjectPassRole,privesc,no,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7, tally separately from detection-Ms: 'graph create' terminated on an unhandled botocore ConnectTimeoutError (autoscaling_edges.py catches ClientError only) and no graph was written; all 7 downstream commands failed. No principal was evaluated."
privesc-codeBuildCreateProjectPassRole--role,privesc-codeBuildCreateProjectPassRole,privesc,no,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",D,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,validated,"preset privesc names principal, mechanism and administrative target: ""role/privesc-codeBuildCreateProjectPassRole-role can create a project in CodeBuild to access role/privesc-high-priv-service-role""."
privesc-codeBuildCreateProjectPassRole--role,privesc-codeBuildCreateProjectPassRole,privesc,no,cloudfox,admin,default,P,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,validated,"Rubric 3 P / 4.1: permissions.csv binds the enabling permission to this specific principal (5 grant row(s): Allow codebuild:CreateProject; Allow codebuild:StartBuild; Allow codebuild:StartBuildBatch; Allow iam:PassRole ...) but names no target and does not characterise it as escalation. Search: grep ',privesc-codeBuildCreateProjectPassRole-role,' csv/permissions.csv. iam-simulator additionally reports: can iam:PassRole on *."
privesc-codeBuildCreateProjectPassRole--role,privesc-codeBuildCreateProjectPassRole,privesc,no,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
privesc-codeBuildCreateProjectPassRole--user,privesc-codeBuildCreateProjectPassRole,privesc,no,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7, tally separately from detection-Ms: 'graph create' terminated on an unhandled botocore ConnectTimeoutError (autoscaling_edges.py catches ClientError only) and no graph was written; all 7 downstream commands failed. No principal was evaluated."
privesc-codeBuildCreateProjectPassRole--user,privesc-codeBuildCreateProjectPassRole,privesc,no,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",D,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,validated,"preset privesc names principal, mechanism and administrative target: ""user/privesc-codeBuildCreateProjectPassRole-user can create a project in CodeBuild to access role/privesc-high-priv-service-role""."
privesc-codeBuildCreateProjectPassRole--user,privesc-codeBuildCreateProjectPassRole,privesc,no,cloudfox,admin,default,M,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-logs/cloudfox-error.log,validated,"Crash-M per rubric 4.7 (tally separately): cloudfox's iam-simulator module gave up on this principal after 3 retries of 'IAM: SimulatePrincipalPolicy ... Throttling: Rate exceeded' (Failed admin check). The failure is invisible in the output surface: the principal still prints with IsAdminRole?=No, indistinguishable from a negative result. Without rubric 4.7 this cell would be P: permissions.csv does bind the enabling permission to the principal. Rubric 4.6 also points down."
privesc-codeBuildCreateProjectPassRole--user,privesc-codeBuildCreateProjectPassRole,privesc,no,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
privesc-ec2InstanceConnect--role,privesc-ec2InstanceConnect,privesc,yes,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7, tally separately from detection-Ms: 'graph create' terminated on an unhandled botocore ConnectTimeoutError (autoscaling_edges.py catches ClientError only) and no graph was written; all 7 downstream commands failed. No principal was evaluated."
privesc-ec2InstanceConnect--role,privesc-ec2InstanceConnect,privesc,yes,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",M,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,validated,Absent from 04-query-preset-privesc.txt and from 06-analysis-text.txt (exact-string search on the principal ARN suffix).
privesc-ec2InstanceConnect--role,privesc-ec2InstanceConnect,privesc,yes,cloudfox,admin,default,P,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,validated,"Rubric 3 P / 4.1: permissions.csv binds the enabling permission to this specific principal (3 grant row(s): Allow ec2:DescribeInstances; Allow ec2-instance-connect:SendSSHPublicKey; Allow ec2-instance-connect:SendSerialConsoleSSHPublicKey) but names no target and does not characterise it as escalation. Search: grep ',privesc-ec2InstanceConnect-role,' csv/permissions.csv."
privesc-ec2InstanceConnect--role,privesc-ec2InstanceConnect,privesc,yes,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
privesc-ec2InstanceConnect--user,privesc-ec2InstanceConnect,privesc,yes,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7, tally separately from detection-Ms: 'graph create' terminated on an unhandled botocore ConnectTimeoutError (autoscaling_edges.py catches ClientError only) and no graph was written; all 7 downstream commands failed. No principal was evaluated."
privesc-ec2InstanceConnect--user,privesc-ec2InstanceConnect,privesc,yes,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",M,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,validated,Absent from 04-query-preset-privesc.txt and from 06-analysis-text.txt (exact-string search on the principal ARN suffix).
privesc-ec2InstanceConnect--user,privesc-ec2InstanceConnect,privesc,yes,cloudfox,admin,default,P,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,validated,"Rubric 3 P / 4.1: permissions.csv binds the enabling permission to this specific principal (3 grant row(s): Allow ec2:DescribeInstances; Allow ec2-instance-connect:SendSSHPublicKey; Allow ec2-instance-connect:SendSerialConsoleSSHPublicKey) but names no target and does not characterise it as escalation. Search: grep ',privesc-ec2InstanceConnect-user,' csv/permissions.csv."
privesc-ec2InstanceConnect--user,privesc-ec2InstanceConnect,privesc,yes,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
privesc-sageMakerCreateNotebookPassRole--role,privesc-sageMakerCreateNotebookPassRole,privesc,no,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7, tally separately from detection-Ms: 'graph create' terminated on an unhandled botocore ConnectTimeoutError (autoscaling_edges.py catches ClientError only) and no graph was written; all 7 downstream commands failed. No principal was evaluated."
privesc-sageMakerCreateNotebookPassRole--role,privesc-sageMakerCreateNotebookPassRole,privesc,no,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",D,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,validated,"preset privesc names principal, mechanism and administrative target: ""role/privesc-sageMakerCreateNotebookPassRole-role can use SageMaker to launch a notebook and access role/privesc-high-priv-service-role""."
privesc-sageMakerCreateNotebookPassRole--role,privesc-sageMakerCreateNotebookPassRole,privesc,no,cloudfox,admin,default,P,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,validated,"Rubric 3 P / 4.1: permissions.csv binds the enabling permission to this specific principal (8 grant row(s): Allow sagemaker:CreateNotebookInstance; Allow sagemaker:CreatePresignedNotebookInstanceUrl; Allow sagemaker:ListNotebookInstances; Allow sagemaker:DescribeNotebookInstance ...) but names no target and does not characterise it as escalation. Search: grep ',privesc-sageMakerCreateNotebookPassRole-role,' csv/permissions.csv. iam-simulator additionally reports: can iam:PassRole on *."
privesc-sageMakerCreateNotebookPassRole--role,privesc-sageMakerCreateNotebookPassRole,privesc,no,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
privesc-sageMakerCreateNotebookPassRole--user,privesc-sageMakerCreateNotebookPassRole,privesc,no,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7, tally separately from detection-Ms: 'graph create' terminated on an unhandled botocore ConnectTimeoutError (autoscaling_edges.py catches ClientError only) and no graph was written; all 7 downstream commands failed. No principal was evaluated."
privesc-sageMakerCreateNotebookPassRole--user,privesc-sageMakerCreateNotebookPassRole,privesc,no,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",D,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,validated,"preset privesc names principal, mechanism and administrative target: ""user/privesc-sageMakerCreateNotebookPassRole-user can use SageMaker to launch a notebook and access role/privesc-high-priv-service-role""."
privesc-sageMakerCreateNotebookPassRole--user,privesc-sageMakerCreateNotebookPassRole,privesc,no,cloudfox,admin,default,P,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,validated,"Rubric 3 P / 4.1: permissions.csv binds the enabling permission to this specific principal (8 grant row(s): Allow sagemaker:CreateNotebookInstance; Allow sagemaker:CreatePresignedNotebookInstanceUrl; Allow sagemaker:ListNotebookInstances; Allow sagemaker:DescribeNotebookInstance ...) but names no target and does not characterise it as escalation. Search: grep ',privesc-sageMakerCreateNotebookPassRole-user,' csv/permissions.csv. iam-simulator additionally reports: can iam:PassRole on *."
privesc-sageMakerCreateNotebookPassRole--user,privesc-sageMakerCreateNotebookPassRole,privesc,no,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
privesc-sageMakerCreatePresignedNotebookURL--role,privesc-sageMakerCreatePresignedNotebookURL,privesc,yes,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7, tally separately from detection-Ms: 'graph create' terminated on an unhandled botocore ConnectTimeoutError (autoscaling_edges.py catches ClientError only) and no graph was written; all 7 downstream commands failed. No principal was evaluated."
privesc-sageMakerCreatePresignedNotebookURL--role,privesc-sageMakerCreatePresignedNotebookURL,privesc,yes,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",M,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,validated,Absent from 04-query-preset-privesc.txt and from 06-analysis-text.txt (exact-string search on the principal ARN suffix).
privesc-sageMakerCreatePresignedNotebookURL--role,privesc-sageMakerCreatePresignedNotebookURL,privesc,yes,cloudfox,admin,default,P,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,validated,"Rubric 3 P / 4.1: permissions.csv binds the enabling permission to this specific principal (2 grant row(s): Allow sagemaker:CreatePresignedNotebookInstanceUrl; Allow sagemaker:ListNotebookInstances) but names no target and does not characterise it as escalation. Search: grep ',privesc-sageMakerCreatePresignedNotebookURL-role,' csv/permissions.csv."
privesc-sageMakerCreatePresignedNotebookURL--role,privesc-sageMakerCreatePresignedNotebookURL,privesc,yes,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
privesc-sageMakerCreatePresignedNotebookURL--user,privesc-sageMakerCreatePresignedNotebookURL,privesc,yes,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7, tally separately from detection-Ms: 'graph create' terminated on an unhandled botocore ConnectTimeoutError (autoscaling_edges.py catches ClientError only) and no graph was written; all 7 downstream commands failed. No principal was evaluated."
privesc-sageMakerCreatePresignedNotebookURL--user,privesc-sageMakerCreatePresignedNotebookURL,privesc,yes,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",M,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,validated,Absent from 04-query-preset-privesc.txt and from 06-analysis-text.txt (exact-string search on the principal ARN suffix).
privesc-sageMakerCreatePresignedNotebookURL--user,privesc-sageMakerCreatePresignedNotebookURL,privesc,yes,cloudfox,admin,default,P,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,validated,"Rubric 3 P / 4.1: permissions.csv binds the enabling permission to this specific principal (2 grant row(s): Allow sagemaker:CreatePresignedNotebookInstanceUrl; Allow sagemaker:ListNotebookInstances) but names no target and does not characterise it as escalation. Search: grep ',privesc-sageMakerCreatePresignedNotebookURL-user,' csv/permissions.csv."
privesc-sageMakerCreatePresignedNotebookURL--user,privesc-sageMakerCreatePresignedNotebookURL,privesc,yes,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
privesc-sageMakerCreateProcessingJobPassRole--role,privesc-sageMakerCreateProcessingJobPassRole,privesc,no,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7, tally separately from detection-Ms: 'graph create' terminated on an unhandled botocore ConnectTimeoutError (autoscaling_edges.py catches ClientError only) and no graph was written; all 7 downstream commands failed. No principal was evaluated."
privesc-sageMakerCreateProcessingJobPassRole--role,privesc-sageMakerCreateProcessingJobPassRole,privesc,no,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",D,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,validated,"preset privesc names principal, mechanism and administrative target: ""role/privesc-sageMakerCreateProcessingJobPassRole-role can use SageMaker to create a processing job and access role/privesc-high-priv-service-role""."
privesc-sageMakerCreateProcessingJobPassRole--role,privesc-sageMakerCreateProcessingJobPassRole,privesc,no,cloudfox,admin,default,P,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,validated,"Rubric 3 P / 4.1: permissions.csv binds the enabling permission to this specific principal (2 grant row(s): Allow sagemaker:CreateProcessingJob; Allow iam:PassRole) but names no target and does not characterise it as escalation. Search: grep ',privesc-sageMakerCreateProcessingJobPassRole-role,' csv/permissions.csv. iam-simulator additionally reports: can iam:PassRole on *."
privesc-sageMakerCreateProcessingJobPassRole--role,privesc-sageMakerCreateProcessingJobPassRole,privesc,no,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
privesc-sageMakerCreateProcessingJobPassRole--user,privesc-sageMakerCreateProcessingJobPassRole,privesc,no,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7, tally separately from detection-Ms: 'graph create' terminated on an unhandled botocore ConnectTimeoutError (autoscaling_edges.py catches ClientError only) and no graph was written; all 7 downstream commands failed. No principal was evaluated."
privesc-sageMakerCreateProcessingJobPassRole--user,privesc-sageMakerCreateProcessingJobPassRole,privesc,no,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",D,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,validated,"preset privesc names principal, mechanism and administrative target: ""user/privesc-sageMakerCreateProcessingJobPassRole-user can use SageMaker to create a processing job and access role/privesc-high-priv-service-role""."
privesc-sageMakerCreateProcessingJobPassRole--user,privesc-sageMakerCreateProcessingJobPassRole,privesc,no,cloudfox,admin,default,P,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,validated,"Rubric 3 P / 4.1: permissions.csv binds the enabling permission to this specific principal (2 grant row(s): Allow sagemaker:CreateProcessingJob; Allow iam:PassRole) but names no target and does not characterise it as escalation. Search: grep ',privesc-sageMakerCreateProcessingJobPassRole-user,' csv/permissions.csv. iam-simulator additionally reports: can iam:PassRole on *."
privesc-sageMakerCreateProcessingJobPassRole--user,privesc-sageMakerCreateProcessingJobPassRole,privesc,no,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
privesc-sageMakerCreateTrainingJobPassRole--role,privesc-sageMakerCreateTrainingJobPassRole,privesc,no,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7, tally separately from detection-Ms: 'graph create' terminated on an unhandled botocore ConnectTimeoutError (autoscaling_edges.py catches ClientError only) and no graph was written; all 7 downstream commands failed. No principal was evaluated."
privesc-sageMakerCreateTrainingJobPassRole--role,privesc-sageMakerCreateTrainingJobPassRole,privesc,no,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",D,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,validated,"preset privesc names principal, mechanism and administrative target: ""role/privesc-sageMakerCreateTrainingJobPassRole-role can use SageMaker to create a training job and access role/privesc-high-priv-service-role""."
privesc-sageMakerCreateTrainingJobPassRole--role,privesc-sageMakerCreateTrainingJobPassRole,privesc,no,cloudfox,admin,default,P,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,validated,"Rubric 3 P / 4.1: permissions.csv binds the enabling permission to this specific principal (2 grant row(s): Allow sagemaker:CreateTrainingJob; Allow iam:PassRole) but names no target and does not characterise it as escalation. Search: grep ',privesc-sageMakerCreateTrainingJobPassRole-role,' csv/permissions.csv. iam-simulator additionally reports: can iam:PassRole on *."
privesc-sageMakerCreateTrainingJobPassRole--role,privesc-sageMakerCreateTrainingJobPassRole,privesc,no,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
privesc-sageMakerCreateTrainingJobPassRole--user,privesc-sageMakerCreateTrainingJobPassRole,privesc,no,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7, tally separately from detection-Ms: 'graph create' terminated on an unhandled botocore ConnectTimeoutError (autoscaling_edges.py catches ClientError only) and no graph was written; all 7 downstream commands failed. No principal was evaluated."
privesc-sageMakerCreateTrainingJobPassRole--user,privesc-sageMakerCreateTrainingJobPassRole,privesc,no,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",D,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,validated,"preset privesc names principal, mechanism and administrative target: ""user/privesc-sageMakerCreateTrainingJobPassRole-user can use SageMaker to create a training job and access role/privesc-high-priv-service-role""."
privesc-sageMakerCreateTrainingJobPassRole--user,privesc-sageMakerCreateTrainingJobPassRole,privesc,no,cloudfox,admin,default,P,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,validated,"Rubric 3 P / 4.1: permissions.csv binds the enabling permission to this specific principal (2 grant row(s): Allow sagemaker:CreateTrainingJob; Allow iam:PassRole) but names no target and does not characterise it as escalation. Search: grep ',privesc-sageMakerCreateTrainingJobPassRole-user,' csv/permissions.csv. iam-simulator additionally reports: can iam:PassRole on *."
privesc-sageMakerCreateTrainingJobPassRole--user,privesc-sageMakerCreateTrainingJobPassRole,privesc,no,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
